"modell","inverkehrssetzung","fahrzeugart","aussenfarbe","kilometer","getriebeart","antrieb","treibstoff","tueren","sitze","innenfarbe","hubrauminccm","zylinder","leistunginps","leergewicht","verbrauch","co2.emission","energieeffizienz","abmfk","garantie","preis"
"VW Golf 2000 S.Line syn.ABS(Kombi)","05-1998","Occasion","blau","120'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",1984,4,115,"1365 kg","9.3 l/100km",NA,NA,TRUE,"3 Monate","CHF 9'500.- "
"VW Golf 2000 S.Line syn.ABS(Kombi)","07-1998","Occasion","gruen","188'300 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",1984,4,115,"1365 kg","9.3 l/100km",NA,NA,TRUE,"3 Monate","CHF 5'800.- "
"VW Golf 2000 S.Line syn.ABS(Kombi)","12-1997","Occasion","blau","195'000 km","Handschaltung","Allrad","Benzin",5,5,"grau",1984,4,115,"1365 kg","9.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 1'600.- "
"VW Golf 2000 S.Line syn.ABS(Kombi)","10-1998","Occasion","weiss","170'000 km","Handschaltung","Allrad","Benzin",5,5,NA,1984,4,115,"1365 kg","9.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 6'600.- "
"VW Golf 2000 S.Line syn.ABS(Kombi)","04-1997","Occasion","blau","200'000 km","Handschaltung","Allrad","Benzin",5,5,"blau",1984,4,115,"1365 kg","9.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 1'800.- "
"VW Golf 2000 S.Line syncro(Kombi)","10-1996","Occasion","blau","89'330 km","Handschaltung","Allrad","Benzin",5,5,"grau",1984,4,115,"1365 kg","9.3 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'500.- "
"VW Golf 2000 S.Line syncro(Kombi)","01-1996","Occasion","bordeaux","143'000 km","Handschaltung","Allrad","Benzin",5,5,NA,1984,4,115,"1365 kg","9.3 l/100km",NA,NA,TRUE,"3 Monate","CHF 5'400.- "
"VW Golf 2000 S.Topl.syn.ABS(Kombi)","12-1997","Occasion","gruen","160'000 km","Handschaltung","Allrad","Benzin",5,5,NA,1984,4,115,"1365 kg","9.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 8'390.- "
"VW Golf 2000 Sw. Topline ABS(Kombi)","04-1997","Occasion","gruen","112'500 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1984,4,115,"1245 kg","8.1 l/100km",NA,NA,FALSE,"0 Monate","CHF 5'700.- "
"VW Golf 2000 Sw. Topline ABS(Kombi)","09-1997","Occasion","gruen","137'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1984,4,115,"1286 kg","8.1 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'500.- "
"VW Golf 2000 Sw. Topline ABS(Kombi)","06-1997","Occasion","silber","181'000 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1984,4,115,"1245 kg","8.1 l/100km",NA,NA,TRUE,"3 Monate","CHF 3'900.- "
"VW Golf 2000 Sw. Topline ABS(Kombi)","12-1999","Occasion","blau","240'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1984,4,115,"1245 kg","8.1 l/100km",NA,NA,TRUE,"0 Monate","CHF 2'200.- "
"VW Golf 2000 Swiss Topline(Kombi)","08-1996","Occasion","blau","155'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1984,4,115,"1245 kg","8.1 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'500.- "
"VW Golf 2000 Swiss Topline(Kombi)","02-1996","Occasion","schwarz","155'000 km","Automat","Vorderradantrieb","Benzin",5,5,"anthrazit",1984,4,115,"1245 kg","8.1 l/100km",NA,NA,TRUE,"0 Monate","CHF 3'900.- "
"VW Golf 2900 VR6 syncro(Kombi)","09-1996","Occasion","gruen","242'000 km","Handschaltung","Allrad","Benzin",5,5,NA,2860,6,190,"1380 kg","11.3 l/100km",NA,NA,TRUE,"0 Monate","CHF 3'999.- "
"VW Golf 2900 VR6 syncro(Kombi)","06-1996","Occasion","blau","179'000 km","Handschaltung","Allrad","Benzin",5,5,"grau",2860,6,190,"1380 kg","11.3 l/100km",NA,NA,TRUE,"3 Monate","CHF 4'700.- "
"VW Golf 2900 VR6 syncro(Kombi)","08-1996","Occasion","schwarz","179'000 km","Handschaltung","Allrad","Benzin",5,5,NA,2860,6,190,"1380 kg","11.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 4'300.- "
"VW Golf 2900 VR6 syncro(Kombi)","04-1997","Occasion","gruen","151'000 km","Handschaltung","Allrad","Benzin",5,5,NA,2860,6,190,"1380 kg","11.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 4'500.- "
"VW Golf 2900 VR6 syncro(Kombi)","01-1997","Occasion","schwarz","240'000 km","Handschaltung","Allrad","Benzin",5,5,NA,2860,6,190,"1380 kg","11.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 1'500.- "
"VW Golf 2900 VR6 syncro(Kombi)","11-1996","Occasion","schwarz","223'500 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",2860,6,190,"1380 kg","11.3 l/100km",NA,NA,TRUE,"4 Monate","CHF 12'800.- "
"VW Golf 2900 VR6 syncro(Kombi)","06-1996","Occasion","rot","185'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",2860,6,190,"1380 kg","11.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 3'500.- "
"VW Golf 2900 VR6 syncro(Kombi)","11-1997",NA,"gruen","251'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",2860,6,190,"1380 kg","11.3 l/100km",NA,NA,FALSE,"0 Monate","CHF 1'900.- "
"VW Golf 2900 VR6 syncro(Kombi)","09-1995","Occasion","schwarz","138'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",2860,6,190,"1380 kg","11.3 l/100km",NA,NA,TRUE,"1 Monate","CHF 6'900.- "
"VW Golf 4 AB MFK(Kombi)","02-2001","Occasion","grau","140'000 km","Handschaltung",NA,"Benzin",5,5,"anthrazit",1598,NA,NA,"1329 kg",NA,NA,NA,TRUE,"0 Monate","CHF 5'300.- "
"VW Golf IV 20V 4motion(Kombi)","12-1999","Occasion","weiss","160'000 km","Handschaltung","Allrad","Benzin",5,5,"grau",1781,4,125,"1508 kg",NA,NA,NA,TRUE,"0 Monate","CHF 9'800.- "
"VW Golf IV Variant 1.4 Trendline(Kombi)","06-2001","Occasion","weiss","133'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1390,4,75,"1241 kg","6.8 l/100km","163 g/km",NA,TRUE,"0 Monate","CHF 6'800.- "
"VW Golf IV Variant 1.8 20V 4motion(Kombi)","12-1999","Occasion","gruen","73'000 km","Handschaltung","Allrad","Benzin",5,5,NA,1781,4,125,"1439 kg",NA,NA,NA,TRUE,"0 Monate","CHF 13'800.- "
"VW Golf IV Variant 2.0 Pacific(Kombi)","06-2004","Occasion","silber","46'700 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1984,4,115,"1437 kg","8 l/100km","192 g/km","D",TRUE,"0 Monate","CHF 14'500.- "
"VW Golf  TDI Comfortline(Kombi)","08-2000","Occasion","schwarz","214'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1896,4,NA,NA,NA,NA,NA,FALSE,"0 Monate","CHF 4'750.- "
"VW Golf V 2.0 TDI Sportline(Kombi)","02-2008","Occasion","silber","97'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,NA,1968,4,140,"1465 kg","5.6 l/100km","148 g/km","A",FALSE,"0 Monate","CHF 19'900.- "
"VW Golf Var. 1.9TDI Trend 105(Kombi)","10-2008","Occasion","schwarz","54'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1896,4,105,"1469 kg",NA,"139 g/km","A",FALSE,"0 Monate","CHF 18'900.- "
"VW Golf VARIANT(Kombi)","10-2000","Occasion","gruen","180'600 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1595,NA,NA,NA,NA,NA,NA,TRUE,"0 Monate","CHF 3'950.- "
"VW Golf variant(Kombi)","10-1999","Occasion","schwarz","205'000 km","Handschaltung",NA,"Benzin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"0 Monate","CHF 1'900.- "
"VW Golf Variant 1.8 90 Swiss Line(Kombi)","05-1995","Occasion","blau","168'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1781,4,90,"1165 kg",NA,NA,NA,FALSE,"0 Monate","CHF 1'900.- "
"VW Golf Variant 1.9 TDI 90 Sw.Line syncro A(Kombi)","04-1998","Occasion","weiss","183'200 km","Handschaltung","Allrad","Diesel",5,5,NA,1895,4,90,"1425 kg","5.8 l/100km","151 g/km",NA,TRUE,"0 Monate","CHF 5'000.- "
"VW Golf V Variant 1.4 TSI 140 Comfortline D(Kombi)","01-2008","Occasion","silber","65'000 km","Automat","Vorderradantrieb","Benzin",5,5,"anthrazit",1390,4,140,"1469 kg","7.1 l/100km","169 g/km","C",TRUE,"0 Monate","CHF 19'400.- "
"VW Golf  (Kombi)","01-2005","Occasion","silber","150'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1900,4,130,"1512 kg","5.4 l/100km",NA,NA,FALSE,"0 Monate","CHF 11'500.- "
"VW LT 31 2.4 WerksKombi(Kombi)","07-1985","Occasion","rot","133'121 km","Handschaltung",NA,"Benzin",5,3,"braun",2382,6,90,NA,NA,NA,NA,TRUE,"0 Monate","CHF 3'800.- "
"VW LT 35 2.5TDI(Kombi)","02-2006","Occasion","weiss","86'300 km","Handschaltung","Hinterradantrieb","Diesel",5,3,NA,2461,5,109,"2050 kg","9.5 l/100km","257 g/km",NA,FALSE,"0 Monate","CHF 19'900.- "
"VW LT 35 2.5TDI(Kombi)","10-2000","Occasion","weiss","112'000 km","Handschaltung","Hinterradantrieb","Diesel",5,NA,"grau",2461,5,109,"1935 kg","9.5 l/100km","257 g/km",NA,FALSE,"0 Monate","CHF 9'944.- "
"VW LT 35 2.8 TDI(Kombi)","01-2006","Occasion","weiss","193'500 km","Handschaltung","Hinterradantrieb","Diesel",5,3,"grau",2798,4,158,NA,NA,NA,NA,TRUE,"3 Monate","CHF 11'500.- "
"VW Multivan 1.9TD Allstar(Kombi)","04-1993","Occasion","bordeaux","222'000 km","Handschaltung","Vorderradantrieb","Diesel",4,9,NA,1895,4,68,NA,NA,NA,NA,TRUE,"0 Monate","CHF 8'300.- "
"VW Multivan 1.9TD Allstar(Kombi)","06-1994","Occasion","gruen","270'457 km","Handschaltung","Vorderradantrieb","Diesel",4,7,"grau",1895,4,68,NA,NA,NA,NA,TRUE,"2 Monate","CHF 9'900.- "
"VW Multivan 2.4D(Kombi)","03-1995","Occasion","weiss","226'000 km","Handschaltung","Vorderradantrieb","Diesel",4,6,"grau",2369,5,78,NA,NA,NA,NA,TRUE,"0 Monate","CHF 11'500.- "
"VW Multivan 2.5 Allstar(Kombi)","09-1997","Occasion","gruen","255'000 km","Handschaltung","Vorderradantrieb","Benzin",4,7,"grau",2459,5,110,NA,NA,NA,NA,TRUE,"0 Monate","CHF 15'900.- "
"VW Multivan 2.5 syncro ABS(Kombi)","04-1999","Occasion","rot","187'500 km","Handschaltung","Allrad","Benzin",4,4,"grau",2461,5,115,"2020 kg","12.6 l/100km","302 g/km","E",TRUE,"0 Monate","CHF 22'900.- "
"VW Multivan 2.5TDI ABS(Kombi)","03-2002","Occasion","schwarz","148'000 km","Handschaltung","Vorderradantrieb","Diesel",4,7,"blau",2461,5,150,"2155 kg","7.5 l/100km","203 g/km","A",TRUE,"0 Monate","CHF 23'500.- "
"VW Multivan 2.5TDI ABS(Kombi)","07-2001","Occasion","grau","236'500 km","Handschaltung","Vorderradantrieb","Diesel",4,NA,"grau",2461,5,102,"1883 kg","7.9 l/100km","213 g/km","B",FALSE,"0 Monate","CHF 8'900.- "
"VW Multivan 2.5TDI ABS(Kombi)","05-2001","Occasion","silber","199'000 km","Handschaltung","Vorderradantrieb","Diesel",4,7,"grau",2461,5,102,"1883 kg","7.9 l/100km","213 g/km","B",FALSE,"3 Monate","CHF 21'800.- "
"VW Multivan 2.5TDI Allstar(Kombi)","03-1996","Occasion","rot","295'000 km","Handschaltung",NA,"Diesel",4,7,"grau",2459,5,102,NA,NA,NA,NA,FALSE,"0 Monate","CHF 11'400.- "
"VW Multivan 2.8 A ABS(Kombi)","09-2002","Occasion","silber","102'000 km","Automat","Vorderradantrieb","Benzin",4,NA,NA,2792,6,204,"2185 kg","13 l/100km","312 g/km","E",FALSE,"12 Monate","CHF 24'900.- "
"VW Multivan 2.8 ABS(Kombi)","03-1999","Occasion","gruen","136'500 km","Automat","Vorderradantrieb","Benzin",4,7,"grau",2792,6,140,NA,NA,NA,NA,TRUE,"3 Monate","CHF 14'900.- "
"VW Multivan Comfort 2.5 TDI(Kombi)","01-2005","Occasion","beige","128'456 km","Automat","Vorderradantrieb","Diesel",5,7,"schwarz",2461,5,174,"2382 kg","8.8 l/100km","235 g/km","A",TRUE,"24 Monate","CHF 29'900.- "
"VW Multivan Comfort 2.5 TDI(Kombi)","06-2003","Occasion","blau","106'000 km","Handschaltung","Vorderradantrieb","Diesel",5,7,NA,2461,5,174,"2382 kg","8 l/100km","216 g/km","A",FALSE,"12 Monate","CHF 28'500.- "
"VW Multivan Comfort 2.5 TDI(Kombi)","07-2004","Occasion","silber","162'000 km","Handschaltung","Vorderradantrieb","Diesel",5,7,"grau",2461,5,131,"2382 kg","8.2 l/100km","221 g/km","A",TRUE,"12 Monate","CHF 22'900.- "
"VW Multivan Highl. 2.5TDI 4M(Kombi)","09-2004","Occasion","silber","202'000 km","Handschaltung","Allrad","Diesel",5,7,"grau",2461,5,174,"2374 kg","9 l/100km","243 g/km","A",TRUE,"0 Monate","CHF 29'900.- "
"VW Multivan Highline 2.5 TDI(Kombi)","06-2004","Occasion","grau","142'000 km","Automat","Vorderradantrieb","Diesel",5,7,"grau",2461,5,174,"2382 kg","8.8 l/100km","235 g/km","A",TRUE,"0 Monate","CHF 25'500.- "
"VW Multivan Highline 2.5 TDI(Kombi)","06-2005","Occasion","silber","166'000 km","Automat","Vorderradantrieb","Diesel",5,7,"grau",2461,5,174,"2382 kg","8.8 l/100km","235 g/km","A",TRUE,"12 Monate","CHF 28'500.- "
"VW Multivan Highline 2.5 TDI(Kombi)","10-2004","Occasion","grau","178'000 km","Handschaltung","Vorderradantrieb","Diesel",5,7,"grau",2461,5,174,"2382 kg","8 l/100km","216 g/km","A",FALSE,"0 Monate","CHF 27'500.- "
"VW Multivan Startline 2.5 TDI(Kombi)","05-2007","Occasion","grau","56'000 km","Handschaltung","Vorderradantrieb","Diesel",4,7,"grau",2461,5,131,"2405 kg",NA,NA,NA,TRUE,"0 Monate","CHF 30'000.- "
"VW Passat 1.4TSI BlueM Comf. (Kombi)","02-2010","Occasion","silber","60'800 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"0 Monate","CHF 24'900.- "
"VW Passat 1.4TSI BlueM Comf. (Kombi)","03-2010","Occasion","silber","28'400 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"12 Monate","CHF 26'900.- "
"VW Passat 1.4TSI BlueM Comf. (Kombi)","02-2010","Occasion","silber","26'300 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"0 Monate","CHF 29'700.- "
"VW Passat 1.4TSI BlueM Comf. (Kombi)","02-2010","Occasion","schwarz","24'800 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"12 Monate","CHF 25'900.- "
"VW Passat 1.4TSI BlueM Comf. (Kombi)","03-2010","Occasion","silber","19'739 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"0 Monate","CHF 29'500.- "
"VW Passat 1.4TSI BlueM Trend(Kombi)","02-2010","Occasion","grau","34'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"12 Monate","CHF 27'500.- "
"VW Passat 1.4TSI BlueM Value(Kombi)","07-2010","Occasion","grau","34'700 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"12 Monate","CHF 26'800.- "
"VW Passat 1.4TSI BlueM Value(Kombi)","06-2010","Occasion","silber","35'300 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"12 Monate","CHF 27'800.- "
"VW Passat 1.4TSI BlueM Value(Kombi)","11-2010","Occasion","schwarz","23'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"12 Monate","CHF 26'800.- "
"VW Passat 1.4TSI BlueM Value(Kombi)","06-2010","Occasion","schwarz","36'400 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.1 l/100km","142 g/km","B",FALSE,"0 Monate","CHF 27'100.- "
"VW Passat 1.4 TSI Comfort(Kombi)","08-2010","Occasion","schwarz","22'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1390,4,122,"1504 kg","6.8 l/100km","158 g/km","C",FALSE,"0 Monate","CHF 26'500.- "
"VW Passat 1.4 TSI Comfort(Kombi)","03-2009","Occasion","silber","36'400 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1520 kg","6.6 l/100km","154 g/km","B",FALSE,"12 Monate","CHF 27'800.- "
"VW Passat 1.4 TSI Trend(Kombi)","06-2010","Occasion","grau","15'000 km","Automat","Vorderradantrieb","Benzin",5,5,NA,1390,4,122,"1520 kg","6.6 l/100km","154 g/km","B",FALSE,"0 Monate","CHF 28'900.- "
"VW Passat 1.4 TSI Trend(Kombi)","04-2009","Occasion","schwarz","33'500 km","Automat","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1520 kg","6.6 l/100km","154 g/km","B",TRUE,"12 Monate","CHF 26'480.- "
"VW Passat 1.4 TSI Trend(Kombi)","04-2011","Occasion","braun","500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1390,4,122,"1473 kg","6.4 l/100km","149 g/km","B",FALSE,"0 Monate","CHF 29'980.- "
"VW Passat 1.6(Kombi)","05-1998","Occasion","rot","103'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1595,4,100,"1357 kg","8.2 l/100km",NA,NA,TRUE,"3 Monate","CHF 5'000.- "
"VW Passat 1.6(Kombi)","07-1999","Occasion","blau","133'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1595,4,100,"1357 kg","8.2 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'800.- "
"VW Passat 1.6 Comfort(Kombi)","01-1998","Occasion","weiss","140'000 km","Automat","Vorderradantrieb","Benzin",5,5,"grau",1595,4,100,"1357 kg","8.2 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'900.- "
"VW Passat 1.6 FSI Comfort(Kombi)","01-2006","Occasion","silber","108'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1598,4,115,"1494 kg","7.6 l/100km","182 g/km","D",TRUE,"12 Monate","CHF 14'900.- "
"VW Passat 1.6 FSI Comfort(Kombi)","04-2006","Occasion","weiss","189'000 km","Automat","Vorderradantrieb","Benzin",5,5,"anthrazit",1598,4,115,"1532 kg","7.9 l/100km","190 g/km","D",TRUE,"0 Monate","CHF 11'900.- "
"VW Passat 1.6TDI BlueM2Trend(Kombi)","05-2010","Occasion","grau","6'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1530 kg","4.4 l/100km","114 g/km","A",FALSE,"12 Monate","CHF 29'900.- "
"VW Passat 1.6TDI BlueM2Trend(Kombi)","02-2010","Occasion","braun","12'900 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"schwarz",1598,4,105,"1530 kg","4.4 l/100km","114 g/km","A",FALSE,"0 Monate","CHF 29'950.- "
"VW Passat 1.6 TDI BlueM Comf(Kombi)","04-2010","Occasion","anthrazit","28'000 km","Handschaltung","Vorderradantrieb","Diesel",5,5,"anthrazit",1598,4,105,"1540 kg","4.5 l/100km","119 g/km","A",FALSE,"0 Monate","CHF 26'900.- "
"VW Passat 1.6 Trend(Kombi)","06-1997","Occasion","rot","195'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1595,4,100,"1357 kg","8.2 l/100km",NA,NA,FALSE,"0 Monate","CHF 2'100.- "
"VW Passat 1.8 Comfort(Kombi)","09-1997","Occasion","schwarz","264'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,FALSE,"0 Monate","CHF 1'900.- "
"VW Passat 1.8 Comfort(Kombi)","01-1999","Occasion","gruen","200'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,TRUE,"2 Monate","CHF 4'200.- "
"VW Passat 1.8 Comfort(Kombi)","02-2000","Occasion","blau","121'000 km","Automat","Vorderradantrieb","Benzin",5,5,"grau",1781,4,125,"1400 kg","9.2 l/100km",NA,NA,TRUE,"3 Monate","CHF 6'900.- "
"VW Passat 1.8 Comfort(Kombi)","04-1998","Occasion","silber","202'800 km","Automat","Vorderradantrieb","Benzin",5,5,NA,1781,4,125,"1400 kg","8.8 l/100km",NA,NA,FALSE,"0 Monate","CHF 3'900.- "
"VW Passat 1.8 Comfort(Kombi)","01-2000","Occasion","silber","190'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,FALSE,"0 Monate","CHF 3'800.- "
"VW Passat 1.8 Comfort(Kombi)","12-1998","Occasion","blau","165'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1781,4,125,"1400 kg","8.8 l/100km",NA,NA,TRUE,"1 Monate","CHF 4'900.- "
"VW Passat 1.8 Comfort(Kombi)","02-2000","Occasion","blau","151'000 km","Automat","Vorderradantrieb","Benzin",5,5,"grau",1781,4,125,"1400 kg","9.2 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'800.- "
"VW Passat 1.8 Comfort(Kombi)","10-1999","Occasion","silber","125'000 km","Automat","Vorderradantrieb","Benzin",5,5,NA,1781,4,125,"1400 kg","9.2 l/100km",NA,NA,FALSE,"1 Monate","CHF 10'900.- "
"VW Passat 1.8 Comfort(Kombi)","04-1998","Occasion","grau","167'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,FALSE,"0 Monate","CHF 5'900.- "
"VW Passat 1.8 Comfort(Kombi)","07-1999","Occasion","schwarz","169'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'800.- "
"VW Passat 1.8 Comfort(Kombi)","04-1999","Occasion","silber","109'500 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"anthrazit",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,TRUE,"3 Monate","CHF 7'900.- "
"VW Passat 1.8 Comfort(Kombi)","06-1999","Occasion","blau","158'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,FALSE,"3 Monate","CHF 5'900.- "
"VW Passat 1.8 Comfort(Kombi)","06-2000","Occasion","grau","150'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"schwarz",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,TRUE,"0 Monate","CHF 7'200.- "
"VW Passat 1.8 Comfort(Kombi)","06-1999","Occasion","schwarz","151'010 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'300.- "
"VW Passat 1.8 Comfort(Kombi)","06-1999","Occasion","blau","116'300 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1781,4,125,"1400 kg","8.8 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'900.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","03-2000","Occasion","schwarz","205'248 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"3 Monate","CHF 8'900.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","08-1999","Occasion","silber","205'000 km","Handschaltung","Allrad","Benzin",5,5,"anthrazit",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"1 Monate","CHF 7'900.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","01-2000","Occasion","rot","168'240 km","Handschaltung","Allrad","Benzin",5,5,"grau",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"3 Monate","CHF 9'800.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","11-1998","Occasion","rot","110'000 km","Handschaltung","Allrad","Benzin",5,5,"grau",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,FALSE,"6 Monate","CHF 9'200.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","05-1999","Occasion","blau","184'000 km","Handschaltung","Allrad","Benzin",5,5,"grau",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"0 Monate","CHF 6'990.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","01-1999","Occasion","weiss","178'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'700.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","10-1999","Occasion","rot","131'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"0 Monate","CHF 8'900.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","09-2000","Occasion","weiss","200'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"0 Monate","CHF 4'500.- "
"VW Passat 1.8 Comfort 4M. (Kombi)","07-1998","Occasion","blau","89'000 km","Handschaltung","Allrad","Benzin",5,5,"schwarz",1781,4,125,"1505 kg","9.5 l/100km",NA,NA,TRUE,"0 Monate","CHF 9'500.- "
"VW Passat 1.8 High(Kombi)","07-2000","Occasion","blau","153'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,"grau",1781,4,125,"1400 kg","8.8 l/100km",NA,NA,FALSE,"0 Monate","CHF 3'450.- "
"VW Passat 1.8 T Comfort(Kombi)","06-2000","Occasion","blau","152'000 km","Handschaltung","Vorderradantrieb","Benzin",5,5,NA,1781,4,150,"1423 kg","8.4 l/100km",NA,NA,FALSE,"0 Monate","CHF 6'000.- "
"VW Passat 1.8 T Comfort(Kombi)","08-2004","Occasion","schwarz","113'000 km","Automat","Vorderradantrieb","Benzin",5,5,"anthrazit",1781,4,150,"1637 kg","9.8 l/100km","235 g/km","G",FALSE,"0 Monate","CHF 10'900.- "
